grade,term_num,purpose,n,ead,avg_pd,avg_intrate,std_intrate,n_intrate,el_premium,el_12m_model,el_12m_l1,r_req_raw,above_pricing_cap,r_req,pricing_gap,approx_gap_ci_low,approx_gap_ci_high,ci_reliable,sig_reprice,sig_grow,bucket,ec,raroc
C,36.0,vacation,1758,5245912.6,0.0708995875567004,0.1438512629615537,0.012718460001656284,1758.0,0.06390179826485407,335223.2486802561,339079.8407029054,0.12390179826485408,False,0.12390179826485408,0.01994946469669963,0.019354935504191137,0.02054399388920812,True,False,True,Grow,560263.4656799999,0.3272421788080492
C,36.0,wedding,1,1769.75,0.044244658519097,0.1407,,1.0,0.03987771072326213,70.57357855249315,70.57357855249315,0.09987771072326214,False,0.09987771072326214,0.04082228927673785,,,False,False,False,Hold / Monitor,189.0093,0.5226806112054108
C,60.0,car,868,10217141.08,0.053999115869533834,0.1422896126125356,0.012943465425831984,868.0,0.048669403133210845,497262.15809140925,493821.71510692616,0.10866940313321084,False,0.10866940313321084,0.033620209479324745,0.032759138809390506,0.03448128014925898,True,False,True,Grow,1091190.667344,0.4552454071097823
C,60.0,credit_card,28563,399962567.52,0.04078063368776328,0.14176769621263746,0.012426986844179356,28563.0,0.036755585142781044,14700858.204406671,14799036.151500752,0.09675558514278106,False,0.09675558514278106,0.045012111069856406,0.044867995129567476,0.045156227010145336,True,False,True,Grow,42716002.211136,0.5619111523394795
C,60.0,debt_consolidation,76731,1146707940.57,0.04738983821757599,0.14328871912820057,0.012322835861116283,76731.0,0.04271246118550124,48978718.40270218,48742309.47819769,0.10271246118550124,False,0.10271246118550124,0.040576257942699326,0.04048906660801675,0.0406634492773819,True,False,True,Grow,122468408.05287598,0.5203769470290198
C,60.0,home_improvement,8147,119059027.58,0.04709989220525852,0.14247064522205993,0.012355283279491593,8147.0,0.042451132844599504,5054190.596147416,5046319.664277989,0.10245113284459952,False,0.10245113284459952,0.04001951237746042,0.039751223949864536,0.0402878008050563,True,False,True,Grow,12715504.145543998,0.5151639735717266
C,60.0,house,739,12834118.6,0.05604270073066083,0.14359059900479418,0.012832497307771324,739.0,0.050511286168544604,648267.8373256411,643219.4622654016,0.11051128616854461,False,0.11051128616854461,0.03307931283624957,0.03215410979081523,0.034004515881683905,True,False,True,Grow,1370683.8664799999,0.4501808318000895
C,60.0,major_purchase,2249,33956302.16,0.049306122325242153,0.14209023666146076,0.012285319778636648,2249.0,0.04443960805174075,1509004.7588768776,1492022.509150529,0.10443960805174075,False,0.10443960805174075,0.03765062860972,0.03714289042186726,0.03815836679757274,True,False,True,Grow,3626533.0706879995,0.492983413948689
C,60.0,medical,960,12952211.44,0.07208276221610903,0.14360137819531202,0.012383420285822557,960.0,0.06496819358537907,841481.7801926814,831237.3739310098,0.12496819358537907,False,0.12496819358537907,0.01863318460993295,0.01784983958892343,0.019416529630942467,True,False,True,Grow,1383296.1817919998,0.3149174588945031
C,60.0,moving,380,5308060.03,0.08729700730968798,0.1438541997861086,0.012622564277531924,380.0,0.07868079268822177,417642.37079706625,409560.1360820258,0.13868079268822175,False,0.13868079268822175,0.005173407097886856,0.003904283604495379,0.006442530591278334,True,False,False,Hold / Monitor,566900.811204,0.1888895795682286
C,60.0,other,4808,69015606.84,0.057389224510911024,0.1439047707582995,0.012451429731199476,4808.0,0.05172490805168411,3569825.917930181,3545147.237137079,0.11172490805168411,False,0.11172490805168411,0.03217986270661538,0.03182790937263916,0.032531816040591605,True,False,True,Grow,7370866.810512,0.4417590141068856
C,60.0,renewable_energy,34,488707.93,0.06214259313529981,0.14078282235914186,0.011608875453928042,34.0,0.056009119192845715,27372.1007018589,26917.71254477121,0.11600911919284572,False,0.11600911919284572,0.024773703166296138,0.020871599667410437,0.02867580666518184,True,False,True,Grow,52194.006923999994,0.3724129509952824
C,60.0,small_business,890,15702246.57,0.07287000804885652,0.14449857730834556,0.012422863440649037,890.0,0.06567773825443438,1031288.04023105,1025733.1044585316,0.1256777382544344,False,0.1256777382544344,0.01882083905391116,0.018004680007191326,0.019636998100630992,True,False,True,Grow,1676999.933676,0.31667452297669646
C,60.0,vacation,213,2422636.5,0.07422342469016413,0.14383528201448334,0.013409799910308565,213.0,0.06689757267324493,162068.50131960574,159143.34653214962,0.12689757267324492,False,0.12689757267324492,0.01693770934123842,0.015136846707200419,0.018738571975276425,True,False,True,Grow,258737.5782,0.2990422222962398
C,60.0,wedding,2,22446.19,0.05879003247448413,0.14477241379310343,0.006788225099390835,2.0,0.052987456269252546,1189.3665110363338,1229.7947397102505,0.11298745626925255,False,0.11298745626925255,0.03178495752385088,0.022377130398058664,0.0411927846496431,False,False,False,Hold / Monitor,2397.2530919999995,0.4380614000360572
D,36.0,car,795,3598150.22,0.08663271282551761,0.19183855877543798,0.015212319324182174,795.0,0.07808206406963902,280950.9960102258,281569.3860978129,0.13808206406963902,False,0.13808206406963902,0.05375649470579896,0.052699044417687774,0.05481394499391015,True,False,True,Grow,422782.65085,0.5851616570706295
D,36.0,credit_card,8143,68409797.96,0.09090596097015663,0.18893618492344594,0.01465645131039206,8143.0,0.08193354262240217,5605057.09694558,5720869.979858366,0.14193354262240215,False,0.14193354262240215,0.047002642301043784,0.04668430707193719,0.04732097753015038,True,False,True,Grow,8038151.260299998,0.5276820621365429
D,36.0,debt_consolidation,31273,262133055.23,0.11520445897334235,0.1900373612486378,0.01520557173489598,31273.0,0.10383377887267346,27218265.691970117,28079961.10293097,0.16383377887267347,False,0.16383377887267347,0.02620358237596432,0.026035056701854853,0.026372108050073784,True,False,True,Grow,30800633.989524998,0.35066878617842
D,36.0,educational,1,3953.12,0.0865646337964889,0.2145,,1.0,0.07802070444077545,308.42520713891827,308.42520713891827,0.13802070444077547,False,0.13802070444077547,0.07647929555922453,,,False,False,False,Hold / Monitor,464.49159999999995,0.7785471962487195
D,36.0,home_improvement,3843,27644221.66,0.09136993112863176,0.1899418808724614,0.015381506156414588,3843.0,0.0823517189262358,2276549.1720788796,2289575.433137839,0.14235171892623583,False,0.14235171892623583,0.04759016194622556,0.04710385355603999,0.04807647033641113,True,False,True,Grow,3248196.04505,0.5326822293295795
D,36.0,house,668,5224672.09,0.11910626901521232,0.19189989767228052,0.014799991321954623,668.0,0.10735048026341086,560871.0580803385,566344.2816782254,0.16735048026341087,False,0.16735048026341087,0.02454941740886965,0.023427085473990555,0.025671749343748745,True,False,True,Grow,613898.9705749999,0.33659078645846535
D,36.0,major_purchase,1670,10557349.99,0.10429657009015551,0.19110222864734855,0.015161139153905849,1670.0,0.09400249862225717,992417.2778896617,991877.9559237588,0.15400249862225718,False,0.15400249862225718,0.03709973002509137,0.03637258390809009,0.03782687614209265,True,False,True,Grow,1240488.623825,0.4434019576603521
D,36.0,medical,1295,5871555.7700000005,0.11153353093759684,0.1910447809564589,0.015483072062210725,1295.0,0.10052517143405602,590239.1503638709,590189.926175165,0.16052517143405604,False,0.16052517143405604,0.030519609522402874,0.029676332354207607,0.03136288669059814,True,False,True,Grow,689907.802975,0.3874009321055563
D,36.0,moving,774,2952397.62,0.10910790557616401,0.19258019900341433,0.01546657631426224,774.0,0.09833895529579662,290335.69756859634,291140.8468512185,0.1583389552957966,False,0.1583389552957966,0.03424124370761772,0.03315163190345094,0.0353308555117845,True,False,True,Grow,346906.72035,0.4190744145329167
D,36.0,other,7206,35460472.39,0.10380304150265232,0.19151022101274673,0.015578118267814757,7206.0,0.09355768130634054,3317599.574835908,3410187.7971515935,0.15355768130634057,False,0.15355768130634057,0.03795253970640616,0.03759285998035722,0.03831221943245511,True,False,True,Grow,4166605.505825,0.4506599123949462
D,36.0,renewable_energy,63,346381.11,0.11983637078490102,0.1918389120261045,0.016543528365290446,63.0,0.10800852098843129,37412.11138943113,37451.152464421,0.16800852098843128,False,0.16800852098843128,0.023830391037673232,0.019745260330491843,0.02791552174485462,True,False,True,Grow,40699.780425,0.3304714130865806
D,36.0,small_business,987,8756985.51,0.15749019802496533,0.19174488911521664,0.015447535825665515,987.0,0.14194591547990126,1243018.32506118,1245974.4303219456,0.20194591547990126,False,0.20194591547990126,-0.010201026364684618,-0.011164741602237738,-0.009237311127131498,True,True,False,Reprice,1028945.7974249999,0.04084232881119463
D,36.0,vacation,798,2720784.8,0.09534690408416219,0.19116349573471106,0.016057475756320903,798.0,0.08593616465105537,233813.81055288875,232380.1723848644,0.14593616465105536,False,0.14593616465105536,0.0452273310836557,0.044113231734985686,0.04634143043232572,True,False,True,Grow,319692.214,0.5125730304991972
D,60.0,car,364,4574467.76,0.08545349988015823,0.1879868878033913,0.016710615656743564,364.0,0.0770192394419866,352322.0277270881,362697.9191540071,0.13701923944198663,False,0.13701923944198663,0.05096764836140466,0.049250966375903926,0.052684330346905395,True,False,True,Grow,537499.9617999999,0.5614267945651463
D,60.0,credit_card,11631,163340444.44,0.06661877117030265,0.18563945604564427,0.017665074361876778,11631.0,0.06004349845579378,9807531.723501809,10165200.142027002,0.12004349845579378,False,0.12004349845579378,0.0655959575898505,0.06527492063070929,0.0659169945489917,True,False,True,Grow,19192502.221699998,0.6859230433178766
